subset,model,word_rep_mode,feature,pos,class,metric,layer,mean,ci_low,ci_high,n_tokens,source_csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,0,0.1636841893196106,0.15895991027355194,0.16976085305213928,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,1,0.1652974635362625,0.16111218929290771,0.17028407752513885,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,2,0.16906456649303436,0.16559909284114838,0.1730002611875534,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,3,0.171254500746727,0.16791000962257385,0.1746167093515396,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,4,0.17217740416526794,0.1689477264881134,0.1753997653722763,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,5,0.1743321567773819,0.17104792594909668,0.17741654813289642,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,6,0.17901551723480225,0.1760767549276352,0.18195702135562897,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,7,0.18907670676708221,0.18631936609745026,0.1915639191865921,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,8,0.18179044127464294,0.17870420217514038,0.1838640719652176,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,9,0.18064698576927185,0.17790096998214722,0.18251006305217743,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,10,0.17767925560474396,0.17505468428134918,0.17928113043308258,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,11,0.17085109651088715,0.16849608719348907,0.17258310317993164,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-6,iso,12,0.15880052745342255,0.15624676644802094,0.16123661398887634,4532,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,0,0.14115937054157257,0.13302719593048096,0.14908558130264282,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,1,0.14276880025863647,0.13517425954341888,0.15091103315353394,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,2,0.14439639449119568,0.13777928054332733,0.1503666192293167,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,3,0.14525766670703888,0.13926436007022858,0.15111061930656433,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,4,0.14444924890995026,0.1395782083272934,0.15011665225028992,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,5,0.14563365280628204,0.14086274802684784,0.15089662373065948,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,6,0.14970391988754272,0.14551666378974915,0.154119074344635,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,7,0.154137521982193,0.15064920485019684,0.15788130462169647,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,8,0.1501699835062027,0.14658544957637787,0.15378530323505402,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,9,0.15341755747795105,0.14983133971691132,0.1564776599407196,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,10,0.153276726603508,0.15010981261730194,0.15683937072753906,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,11,0.14890670776367188,0.1457604467868805,0.1526103913784027,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-5,iso,12,0.1417173147201538,0.1386854201555252,0.14508803188800812,1058,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,0,0.14743581414222717,0.13969270884990692,0.1570715457201004,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,1,0.14927107095718384,0.14148032665252686,0.15720246732234955,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,2,0.1508939564228058,0.1441168189048767,0.15755721926689148,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,3,0.15283125638961792,0.14608289301395416,0.15979859232902527,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,4,0.15213599801063538,0.14681091904640198,0.15861694514751434,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,5,0.15218275785446167,0.14738202095031738,0.15790459513664246,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,6,0.15481020510196686,0.15043166279792786,0.15951918065547943,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,7,0.16083620488643646,0.15669377148151398,0.1658468097448349,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,8,0.1580362170934677,0.1541491150856018,0.16280820965766907,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,9,0.16233928501605988,0.15855303406715393,0.1667967140674591,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,10,0.16328825056552887,0.15947027504444122,0.16710057854652405,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,11,0.15738487243652344,0.15365977585315704,0.1608661264181137,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-4,iso,12,0.14998847246170044,0.14621345698833466,0.15368087589740753,1488,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,0,0.1344139128923416,0.1269439458847046,0.14134863018989563,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,1,0.1369006633758545,0.12955544888973236,0.1426846832036972,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,2,0.13943718373775482,0.13276700675487518,0.14429935812950134,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,3,0.1436576396226883,0.13783687353134155,0.14852124452590942,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,4,0.1436559408903122,0.13851211965084076,0.14850080013275146,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,5,0.14599783718585968,0.14072945713996887,0.15028564631938934,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,6,0.14915743470191956,0.14460568130016327,0.15334008634090424,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,7,0.15485689043998718,0.15078382194042206,0.1591349095106125,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,8,0.15370097756385803,0.15052224695682526,0.1573970913887024,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,9,0.15772446990013123,0.1542762964963913,0.16159513592720032,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,10,0.15909522771835327,0.15588097274303436,0.162908673286438,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,11,0.15352171659469604,0.15049879252910614,0.1568153202533722,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-3,iso,12,0.14564070105552673,0.1430669128894806,0.1490488499403,1839,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,0,0.14297503232955933,0.1384330540895462,0.14821045100688934,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,1,0.13835664093494415,0.1340092122554779,0.14304810762405396,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,2,0.14112545549869537,0.13659438490867615,0.14536745846271515,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,3,0.14580897986888885,0.14116601645946503,0.1501772105693817,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,4,0.14851738512516022,0.14425717294216156,0.1519007682800293,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,5,0.1494864821434021,0.14531131088733673,0.15336346626281738,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,6,0.15603996813297272,0.15182195603847504,0.16048918664455414,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,7,0.1569850593805313,0.15270322561264038,0.1613115668296814,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,8,0.1527707427740097,0.14890486001968384,0.15656998753547668,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,9,0.15383632481098175,0.1497822254896164,0.15814487636089325,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,10,0.1548788696527481,0.1504027247428894,0.15875542163848877,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,11,0.1498599499464035,0.1444663107395172,0.1542215347290039,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-2,iso,12,0.14485354721546173,0.13931527733802795,0.14879177510738373,3726,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,0,0.12876299023628235,0.11787242442369461,0.1373279094696045,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,1,0.12659944593906403,0.11668485403060913,0.13542641699314117,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,2,0.11799610406160355,0.11021514981985092,0.1244007796049118,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,3,0.12155583500862122,0.11441873013973236,0.12751197814941406,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,4,0.11233112961053848,0.1065196767449379,0.11718827486038208,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,5,0.10825168341398239,0.10282128304243088,0.11287731677293777,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,6,0.10578086972236633,0.10090266168117523,0.1098724901676178,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,7,0.10384488105773926,0.0991990864276886,0.10839225351810455,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,8,0.10820957273244858,0.1034565344452858,0.11272186040878296,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,9,0.11811406910419464,0.11317191272974014,0.12290157377719879,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,10,0.12480264902114868,0.12046860158443451,0.1288352906703949,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,11,0.12494997680187225,0.12059422582387924,0.12868613004684448,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,-1,iso,12,0.1289762258529663,0.12447816133499146,0.132654070854187,765,en_ewt-ud-train_sentences.csv
VERB_head_dist,bert-base-uncased,first,head_dist,VERB,1,iso,0,0.16421929001808167,0.14862060546875,0.18159398436546326,505,en_ewt-ud-train_sentences.csv
