feature,feature_display,contrast,positive_label,negative_label,positive_name,negative_name,model_short,model,metric,metric_label,metric_family,source_kind,source_path,layer,mid_mean,low_mean,mid_minus_low,ci_low,ci_high,se,z_value,p_value_two_sided,support,ci_method,hypothesis,aggregation
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,0,519.4981598679834,381.4133959092967,138.08476395868672,129.7446641098772,146.42486380749625,4.255152984086489,32.4511867082333,5.211779633482978e-231,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,1,481.95039076040587,375.8423102042834,106.10808055612245,101.49859123288509,110.7175698793598,2.351780266957832,45.118194946579585,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,2,493.10889583569895,385.9602110180508,107.14868481764813,102.94784053837549,111.34952909692078,2.1432878975880816,49.9926701112932,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,3,537.2735776939002,422.87489049935675,114.39868719454341,110.07608076463166,118.72129362445517,2.2054114438325305,51.87181172676927,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,4,570.6078535168735,451.218041310971,119.38981220590256,115.19958739657213,123.58003701523299,2.1378698006787884,55.84522133574059,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,5,586.7288653545698,467.0948088582057,119.63405649636417,115.72880319432694,123.53930979840139,1.9924761745087878,60.042904415586285,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,6,594.4665294929738,474.97958174672453,119.48694774624926,115.49363268934952,123.48026280314899,2.037405641275374,58.646616719610584,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,7,603.3458505518415,482.7990672410549,120.54678331078662,116.49282940586774,124.60073721570551,2.068343829040248,58.28179126616617,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,8,613.3519172381717,489.27471572904005,124.07720150913167,120.22573158219399,127.92867143606935,1.9650356770090192,63.14246756984564,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
verbal_valency,Verbal Valency,mid_low,Mid Valency (2-4 dependents),Low Valency (0-1 dependents),mid_valency,low_valency,gpt,gpt2,legacy_pdf_LID,LID,Linear ID,legacy_pdf_digitized,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/plot_POS/gpt_arity_LID_VERB.pdf,9,619.7918278715882,494.0238788724278,125.76794899916041,121.87612254513067,129.65977545319015,1.985625741851908,63.33920151632504,0.0,supports_mid_valency_greater,normal_approx_from_independent_group_ci,Mid-valency verbs (2-4 dependents) occupy higher-dimensional and more isotropic subspaces than low-valency verbs.,token_weighted_mid_minus_low
